"idade_local" "biome"
"4285" 35.40569241918 "Trop"
"4286" 35.40569241918 "Trop"
"4287" 35.40569241918 "Trop"
"4288" 35.40569241918 "Trop"
"4289" 35.40569241918 "Trop"
"4290" 35.40569241918 "Trop"
"4291" 35.40569241918 "Trop"
"4292" 35.40569241918 "Trop"
"4293" 35.40569241918 "Trop"
"4294" 35.40569241918 "Trop"
"4295" 35.40569241918 "Trop"
"4296" 35.40569241918 "Trop"
"4297" 35.40569241918 "Trop"
"4298" 35.40569241918 "Trop"
"4299" 35.40569241918 "Trop"
"4300" 35.40569241918 "Trop"
"4301" 35.40569241918 "Trop"
"4302" 35.40569241918 "Trop"
"4303" 35.40569241918 "Trop"
"4304" 35.40569241918 "Trop"
"4305" 35.40569241918 "Trop"
"4306" 35.40569241918 "Trop"
"4307" 35.40569241918 "Trop"
"4308" 35.40569241918 "Trop"
"4309" 35.40569241918 "Trop"
"4310" 35.40569241918 "Trop"
"4311" 35.40569241918 "Trop"
"4312" 35.40569241918 "Trop"
"4313" 35.40569241918 "Trop"
"4314" 35.40569241918 "Trop"
"4315" NA "Trop"
"4316" NA "Trop"
"4317" NA "Trop"
"4318" 7.9606528549525 "Trop"
"4319" 35.40569241918 "Trop"
"4320" 35.40569241918 "Trop"
"4321" 35.40569241918 "Trop"
"4322" 35.40569241918 "Trop"
"4323" 35.40569241918 "Trop"
"4324" 35.40569241918 "Trop"
"4325" 35.40569241918 "Trop"
"4326" 35.40569241918 "Trop"
"4327" 35.40569241918 "Trop"
"4328" 35.40569241918 "Trop"
"4329" 35.40569241918 "Trop"
"4330" 35.40569241918 "Trop"
"4331" 35.40569241918 "Trop"
"4332" 35.40569241918 "Trop"
"4333" 35.40569241918 "Trop"
"4334" 35.40569241918 "Trop"
"4335" 35.40569241918 "Trop"
"4336" 35.40569241918 "Trop"
"4337" 35.40569241918 "Trop"
"4338" 35.40569241918 "Trop"
"4339" 35.40569241918 "Trop"
"4340" 35.40569241918 "Trop"
"4341" 35.40569241918 "Trop"
"4342" 35.40569241918 "Trop"
"4343" 35.40569241918 "Trop"
"4344" 35.40569241918 "Trop"
"4345" 35.40569241918 "Trop"
"4346" 35.40569241918 "Trop"
"4347" 35.40569241918 "Trop"
"4348" 35.40569241918 "Trop"
"4349" 35.40569241918 "Trop"
"4350" 35.40569241918 "Trop"
"4351" 35.40569241918 "Trop"
"4352" NA "Trop"
"4353" NA "Trop"
"4354" NA "Trop"
"4355" NA "Trop"
"4356" NA "Trop"
"4357" 35.40569241918 "Trop"
"4358" NA "Trop"
"4359" NA "Trop"
"4360" 8.02045280253238 "Trop"
"4361" 35.40569241918 "Trop"
"4362" 35.40569241918 "Trop"
"4363" 35.40569241918 "Trop"
"4364" 35.40569241918 "Trop"
"4365" 35.40569241918 "Trop"
"4366" 35.40569241918 "Trop"
"4367" 35.40569241918 "Trop"
"4368" 35.40569241918 "Trop"
"4369" 35.40569241918 "Trop"
"4370" 35.40569241918 "Trop"
"4371" 35.40569241918 "Trop"
"4372" 35.40569241918 "Trop"
"4373" 35.40569241918 "Trop"
"4374" 35.40569241918 "Trop"
"4375" 35.40569241918 "Trop"
"4376" 35.40569241918 "Trop"
"4377" 35.40569241918 "Trop"
"4378" 35.40569241918 "Trop"
"4379" 35.40569241918 "Trop"
"4380" 35.40569241918 "Trop"
"4381" 35.40569241918 "Trop"
"4382" 35.40569241918 "Trop"
"4383" 35.40569241918 "Trop"
"4384" 35.40569241918 "Trop"
"4385" 35.40569241918 "Trop"
"4386" 35.40569241918 "Trop"
"4387" 35.40569241918 "Trop"
"4388" 35.40569241918 "Trop"
"4389" 35.40569241918 "Trop"
"4390" 35.40569241918 "Trop"
"4391" 35.40569241918 "Trop"
"4392" 35.40569241918 "Trop"
"4393" 35.40569241918 "Trop"
"4394" 35.40569241918 "Trop"
"4395" 35.40569241918 "Trop"
"4396" 35.40569241918 "Trop"
"4397" 35.40569241918 "Trop"
"4398" 35.40569241918 "Trop"
"4399" 35.40569241918 "Trop"
"4400" 35.40569241918 "Trop"
"4401" 35.40569241918 "Trop"
"4402" 7.8564257310475 "Trop"
"4403" 8.00328946045631 "Trop"
"4404" 35.0020989898278 "Trop"
"4405" 35.40569241918 "Trop"
"4406" 35.40569241918 "Trop"
"4407" 35.40569241918 "Trop"
"4408" 35.40569241918 "Trop"
"4409" 35.40569241918 "Trop"
"4410" 35.40569241918 "Trop"
"4411" 35.40569241918 "Trop"
"4412" 35.40569241918 "Trop"
"4413" 35.40569241918 "Trop"
"4414" 35.40569241918 "Trop"
"4415" 35.40569241918 "Trop"
"4416" 35.40569241918 "Trop"
"4417" 35.40569241918 "Trop"
"4418" 35.40569241918 "Trop"
"4419" 35.40569241918 "Trop"
"4420" 35.40569241918 "Trop"
"4421" 35.40569241918 "Trop"
"4422" 35.40569241918 "Trop"
"4423" 35.40569241918 "Trop"
"4424" 35.40569241918 "Trop"
"4425" 35.40569241918 "Trop"
"4426" 35.40569241918 "Trop"
"4427" 35.40569241918 "Trop"
"4428" 35.40569241918 "Trop"
"4429" 35.40569241918 "Trop"
"4430" 35.40569241918 "Trop"
"4431" 35.40569241918 "Trop"
"4432" 35.40569241918 "Trop"
"4433" 35.40569241918 "Trop"
"4434" 34.2325742878691 "Trop"
"4435" 34.7978039329553 "Trop"
"4436" 34.7370150843328 "Trop"
"4437" 34.628160634474 "Trop"
"4438" 35.40569241918 "Trop"
"4439" 35.40569241918 "Trop"
"4440" 35.40569241918 "Trop"
"4441" 35.40569241918 "Trop"
"4442" 6.66966757632111 "Trop"
"4443" 35.40569241918 "Trop"
"4444" 6.66966757632111 "Trop"
"4445" NA "Trop"
"4446" NA "Trop"
"4447" 7.87221501877474 "Trop"
"4448" 34.8856778082838 "Trop"
"4449" 7.48616326427545 "Trop"
"4450" 35.40569241918 "Trop"
"4451" 35.40569241918 "Trop"
"4452" 35.40569241918 "Trop"
"4453" 35.40569241918 "Trop"
"4454" 35.40569241918 "Trop"
"4455" 35.40569241918 "Trop"
"4456" 35.40569241918 "Trop"
"4457" 35.40569241918 "Trop"
"4458" 35.40569241918 "Trop"
"4459" 35.40569241918 "Trop"
"4460" 35.40569241918 "Trop"
"4461" 35.40569241918 "Trop"
"4462" 35.40569241918 "Trop"
"4463" 35.40569241918 "Trop"
"4464" 35.40569241918 "Trop"
"4465" 35.40569241918 "Trop"
"4466" 35.40569241918 "Trop"
"4467" 35.40569241918 "Trop"
"4468" 35.40569241918 "Trop"
"4469" 35.40569241918 "Trop"
"4470" 35.40569241918 "Trop"
"4471" 35.40569241918 "Trop"
"4472" 35.40569241918 "Trop"
"4473" 35.40569241918 "Trop"
"4474" 35.40569241918 "Trop"
"4475" 35.40569241918 "Trop"
"4476" 35.40569241918 "Trop"
"4477" 35.40569241918 "Trop"
"4478" 34.1674010583518 "Trop"
"4479" 34.1440370704117 "Trop"
"4480" 34.6627176026831 "Trop"
"4481" 34.6788692291287 "Trop"
"4482" 34.569845750621 "Trop"
"4483" 34.5484137847605 "Trop"
"4484" 35.40569241918 "Trop"
"4485" 35.40569241918 "Trop"
"4486" 6.66966757632111 "Trop"
"4487" 6.66966757632111 "Trop"
"4488" 6.66966757632111 "Trop"
"4489" 6.66966757632111 "Trop"
"4490" 6.66966757632111 "Trop"
"4491" 35.40569241918 "Trop"
"4492" 35.40569241918 "Trop"
"4493" 7.59292048532474 "Trop"
"4494" 7.94029735162782 "Trop"
"4495" 35.40569241918 "Trop"
"4496" 35.40569241918 "Trop"
"4497" 35.40569241918 "Trop"
"4498" 35.40569241918 "Trop"
"4499" 35.40569241918 "Trop"
"4500" 35.40569241918 "Trop"
"4501" 35.40569241918 "Trop"
"4502" 35.40569241918 "Trop"
"4503" 35.40569241918 "Trop"
"4504" 35.40569241918 "Trop"
"4505" 35.40569241918 "Trop"
"4506" 35.40569241918 "Trop"
"4507" 35.40569241918 "Trop"
"4508" 35.40569241918 "Trop"
"4509" 35.40569241918 "Trop"
"4510" 35.40569241918 "Trop"
"4511" 35.40569241918 "Trop"
"4512" 35.40569241918 "Trop"
"4513" 35.40569241918 "Trop"
"4514" 35.40569241918 "Trop"
"4515" 35.40569241918 "Trop"
"4516" 35.40569241918 "Trop"
"4517" 35.40569241918 "Trop"
"4518" 35.40569241918 "Trop"
"4519" 35.40569241918 "Trop"
"4520" 35.40569241918 "Trop"
"4521" 35.40569241918 "Trop"
"4522" 35.40569241918 "Trop"
"4523" 35.40569241918 "Trop"
"4524" 33.9829746854626 "Trop"
"4525" 34.6458318113991 "Trop"
"4526" 34.6096479729333 "Trop"
"4527" 34.5902322547322 "Trop"
"4528" 34.5484137847605 "Trop"
"4529" 35.40569241918 "Trop"
"4530" 35.40569241918 "Trop"
"4531" 6.66966757632111 "Trop"
"4532" 35.40569241918 "Trop"
"4533" 35.40569241918 "Trop"
"4534" 6.66966757632111 "Trop"
"4535" 7.541221997017 "Trop"
"4536" 35.40569241918 "Trop"
"4537" NA "Trop"
"4538" 8.41628537163333 "Trop"
"4539" 8.08826317016077 "Trop"
"4540" 7.99436487996182 "Trop"
"4541" 35.40569241918 "Trop"
"4542" 35.40569241918 "Trop"
"4543" 35.40569241918 "Trop"
"4544" 35.40569241918 "Trop"
"4545" 35.40569241918 "Trop"
"4546" 35.40569241918 "Trop"
"4547" 35.40569241918 "Trop"
"4548" 35.40569241918 "Trop"
"4549" 35.40569241918 "Trop"
"4550" 35.40569241918 "Trop"
"4551" 35.40569241918 "Trop"
"4552" 35.40569241918 "Trop"
"4553" 35.40569241918 "Trop"
"4554" 35.40569241918 "Trop"
"4555" 35.40569241918 "Trop"
"4556" 35.40569241918 "Trop"
"4557" 35.40569241918 "Trop"
"4558" 35.40569241918 "Trop"
"4559" 35.40569241918 "Trop"
"4560" 35.40569241918 "Trop"
"4561" 35.40569241918 "Trop"
"4562" 35.40569241918 "Trop"
"4563" 35.40569241918 "Trop"
"4564" 35.40569241918 "Trop"
"4565" 35.40569241918 "Trop"
"4566" 35.40569241918 "Trop"
"4567" 34.1197744675508 "Trop"
"4568" 34.0410447970429 "Trop"
"4569" 33.8859712036182 "Trop"
"4570" 33.733999082062 "Trop"
"4571" 34.6096479729333 "Trop"
"4572" 34.628160634474 "Trop"
"4573" 34.569845750621 "Trop"
"4574" 35.40569241918 "Trop"
"4575" 6.66966757632111 "Trop"
"4576" 6.66966757632111 "Trop"
"4577" 6.66966757632111 "Trop"
"4578" 6.66966757632111 "Trop"
"4579" 7.541221997017 "Trop"
"4580" 35.40569241918 "Trop"
"4581" 35.40569241918 "Trop"
"4582" NA "Trop"
"4583" 8.5088667172175 "Trop"
"4584" 7.67499043943 "Trop"
"4585" 8.04739989626654 "Trop"
"4586" 35.1051897414861 "Trop"
"4587" 35.40569241918 "Trop"
"4588" 35.40569241918 "Trop"
"4589" 35.40569241918 "Trop"
"4590" 35.40569241918 "Trop"
"4591" 35.40569241918 "Trop"
"4592" 35.40569241918 "Trop"
"4593" 35.40569241918 "Trop"
"4594" 35.40569241918 "Trop"
"4595" 35.40569241918 "Trop"
"4596" 35.40569241918 "Trop"
"4597" 35.40569241918 "Trop"
"4598" 35.40569241918 "Trop"
"4599" 35.40569241918 "Trop"
"4600" 35.40569241918 "Trop"
"4601" 35.40569241918 "Trop"
"4602" 35.40569241918 "Trop"
"4603" 35.40569241918 "Trop"
"4604" 35.40569241918 "Trop"
"4605" 35.40569241918 "Trop"
"4606" 35.40569241918 "Trop"
"4607" 35.40569241918 "Trop"
"4608" 35.40569241918 "Trop"
"4609" 35.40569241918 "Trop"
"4610" 35.40569241918 "Trop"
"4611" 34.1440370704117 "Trop"
"4612" 34.0683377494856 "Trop"
"4613" 34.0683377494856 "Trop"
"4614" 33.8506288497679 "Trop"
"4615" 33.8136035266867 "Trop"
"4616" 34.628160634474 "Trop"
"4617" 34.5902322547322 "Trop"
"4618" 34.5902322547322 "Trop"
"4619" 35.40569241918 "Trop"
"4620" 6.66966757632111 "Trop"
"4621" 6.66966757632111 "Trop"
"4622" 6.66966757632111 "Trop"
"4623" 7.541221997017 "Trop"
"4624" 7.541221997017 "Trop"
"4625" 35.40569241918 "Trop"
"4626" 35.40569241918 "Trop"
"4627" 7.83624407924666 "Trop"
"4628" 7.77530375293968 "Trop"
"4629" 7.47202897863 "Trop"
"4630" 35.40569241918 "Trop"
"4631" 35.40569241918 "Trop"
"4632" 35.40569241918 "Trop"
"4633" 35.40569241918 "Trop"
"4634" 35.40569241918 "Trop"
"4635" 35.40569241918 "Trop"
"4636" 35.40569241918 "Trop"
"4637" 35.40569241918 "Trop"
"4638" 35.40569241918 "Trop"
"4639" 35.40569241918 "Trop"
"4640" 35.40569241918 "Trop"
"4641" 35.40569241918 "Trop"
"4642" 35.40569241918 "Trop"
"4643" 35.40569241918 "Trop"
"4644" 35.40569241918 "Trop"
"4645" 35.40569241918 "Trop"
"4646" 35.40569241918 "Trop"
"4647" 35.40569241918 "Trop"
"4648" 35.40569241918 "Trop"
"4649" 35.40569241918 "Trop"
"4650" 35.40569241918 "Trop"
"4651" 35.40569241918 "Trop"
"4652" 35.40569241918 "Trop"
"4653" 34.0945603900678 "Trop"
"4654" 34.1899154467305 "Trop"
"4655" 34.1674010583518 "Trop"
"4656" 34.0126146382483 "Trop"
"4657" 33.8859712036182 "Trop"
"4658" 33.8506288497679 "Trop"
"4659" 33.8859712036182 "Trop"
"4660" 33.8136035266867 "Trop"
"4661" 34.569845750621 "Trop"
"4662" 34.4769738985589 "Trop"
"4663" 7.30218681246375 "Trop"
"4664" 7.30218681246375 "Trop"
"4665" 6.66966757632111 "Trop"
"4666" 7.00197578703182 "Trop"
"4667" 35.40569241918 "Trop"
"4668" 35.40569241918 "Trop"
"4669" NA "Trop"
"4670" 4.17506780420333 "Trop"
"4671" 7.68181594139667 "Trop"
"4672" 7.842906870155 "Trop"
"4673" 34.5828874683514 "Trop"
"4674" 35.40569241918 "Trop"
"4675" 35.40569241918 "Trop"
"4676" 35.40569241918 "Trop"
"4677" 35.40569241918 "Trop"
"4678" 35.40569241918 "Trop"
"4679" 35.40569241918 "Trop"
"4680" 35.40569241918 "Trop"
"4681" 34.4365948324449 "Trop"
"4682" 34.3925449421388 "Trop"
"4683" 35.40569241918 "Trop"
"4684" 35.40569241918 "Trop"
"4685" 35.40569241918 "Trop"
"4686" 35.40569241918 "Trop"
"4687" 35.40569241918 "Trop"
"4688" 35.40569241918 "Trop"
"4689" 35.40569241918 "Trop"
"4690" 35.40569241918 "Trop"
"4691" 35.40569241918 "Trop"
"4692" 35.40569241918 "Trop"
"4693" 35.40569241918 "Trop"
"4694" 35.40569241918 "Trop"
"4695" 35.40569241918 "Trop"
"4696" 34.1440370704117 "Trop"
"4697" 34.2325742878691 "Trop"
"4698" 34.1899154467305 "Trop"
"4699" 33.9197427861862 "Trop"
"4700" 33.8859712036182 "Trop"
"4701" 33.8859712036182 "Trop"
"4702" 33.8859712036182 "Trop"
"4703" 33.7747720902844 "Trop"
"4704" 34.5484137847605 "Trop"
"4705" 34.450439083684 "Trop"
"4706" 7.30218681246375 "Trop"
"4707" 35.40569241918 "Trop"
"4708" 7.541221997017 "Trop"
"4709" 7.541221997017 "Trop"
"4710" 35.40569241918 "Trop"
"4711" NA "Trop"
"4712" 7.85800044932643 "Trop"
"4713" 7.91607588245407 "Trop"
"4714" 7.94575472192815 "Trop"
"4715" 34.8437768430044 "Trop"
"4716" 35.40569241918 "Trop"
"4717" 35.40569241918 "Trop"
"4718" 35.40569241918 "Trop"
"4719" 35.40569241918 "Trop"
"4720" 34.4638933560149 "Trop"
"4721" 34.450439083684 "Trop"
"4722" 34.4365948324449 "Trop"
"4723" 34.4076665462737 "Trop"
"4724" 34.2912301944347 "Trop"
"4725" 35.40569241918 "Trop"
"4726" 35.40569241918 "Trop"
"4727" 34.9228217090621 "Trop"
"4728" 34.2912301944347 "Trop"
"4729" 34.2912301944347 "Trop"
"4730" 34.2528004625469 "Trop"
"4731" 34.1674010583518 "Trop"
"4732" 34.0126146382483 "Trop"
"4733" 33.8859712036182 "Trop"
"4734" 35.40569241918 "Trop"
"4735" 35.40569241918 "Trop"
"4736" 35.40569241918 "Trop"
"4737" 34.1674010583518 "Trop"
"4738" 34.1674010583518 "Trop"
"4739" 34.0126146382483 "Trop"
"4740" 33.8859712036182 "Trop"
"4741" 33.9197427861862 "Trop"
"4742" 33.8859712036182 "Trop"
"4743" 33.8506288497679 "Trop"
"4744" 33.7747720902844 "Trop"
"4745" 34.4769738985589 "Trop"
"4746" 34.5020743991162 "Trop"
"4747" 35.40569241918 "Trop"
"4748" 35.40569241918 "Trop"
"4749" 35.40569241918 "Trop"
"4750" 35.40569241918 "Trop"
"4751" 35.40569241918 "Trop"
"4752" 5.322500247665 "Trop"
"4753" 7.58702295538294 "Trop"
"4754" 8.08535988245037 "Trop"
"4755" 7.7407313806175 "Trop"
"4756" 7.60611211868536 "Trop"
"4757" 7.93770175675292 "Trop"
"4758" 35.40569241918 "Trop"
"4759" 35.40569241918 "Trop"
"4760" 34.5484137847605 "Trop"
"4761" 34.5141226393837 "Trop"
"4762" 34.4896960700742 "Trop"
"4763" 34.4223433973459 "Trop"
"4764" 34.3769580578766 "Trop"
"4765" 34.4223433973459 "Trop"
"4766" 34.3095000669715 "Trop"
"4767" 34.3769580578766 "Trop"
"4768" 34.3442998241844 "Trop"
"4769" 34.3095000669715 "Trop"
"4770" 34.2528004625469 "Trop"
"4771" 34.0126146382483 "Trop"
"4772" 34.0126146382483 "Trop"
"4773" 34.0126146382483 "Trop"
"4774" 34.0410447970429 "Trop"
"4775" 34.0410447970429 "Trop"
"4776" 34.0683377494856 "Trop"
"4777" 34.1197744675508 "Trop"
"4778" 34.1440370704117 "Trop"
"4779" 34.0126146382483 "Trop"
"4780" 33.9520460390774 "Trop"
"4781" 33.9520460390774 "Trop"
"4782" 33.9197427861862 "Trop"
"4783" 33.8136035266867 "Trop"
"4784" 33.733999082062 "Trop"
"4785" 34.569845750621 "Trop"
"4786" 35.40569241918 "Trop"
"4787" 35.40569241918 "Trop"
"4788" 35.40569241918 "Trop"
"4789" 35.40569241918 "Trop"
"4790" NA "Trop"
"4791" 7.99722309915778 "Trop"
"4792" 7.68188330462286 "Trop"
"4793" 8.57813702286684 "Trop"
"4794" 8.00445934423682 "Trop"
"4795" 7.84274194995609 "Trop"
"4796" 8.01773957575884 "Trop"
"4797" 7.76020041641333 "Trop"
"4798" 35.1210528426895 "Trop"
"4799" 34.5902322547322 "Trop"
"4800" 34.5258538206968 "Trop"
"4801" 34.450439083684 "Trop"
"4802" 34.3442998241844 "Trop"
"4803" 34.3925449421388 "Trop"
"4804" 34.3608840834813 "Trop"
"4805" 34.4638933560149 "Trop"
"4806" 34.4896960700742 "Trop"
"4807" 34.4896960700742 "Trop"
"4808" 34.3271805887813 "Trop"
"4809" 34.2723410041847 "Trop"
"4810" 34.2723410041847 "Trop"
"4811" 34.2528004625469 "Trop"
"4812" 34.2528004625469 "Trop"
"4813" 34.1899154467305 "Trop"
"4814" 34.2325742878691 "Trop"
"4815" 34.2325742878691 "Trop"
"4816" 34.2528004625469 "Trop"
"4817" 34.0945603900678 "Trop"
"4818" 33.9829746854626 "Trop"
"4819" 33.9520460390774 "Trop"
"4820" 33.9197427861862 "Trop"
"4821" 33.8136035266867 "Trop"
"4822" 33.7747720902844 "Trop"
"4823" 35.40569241918 "Trop"
"4824" 35.40569241918 "Trop"
"4825" 35.40569241918 "Trop"
"4826" 35.40569241918 "Trop"
"4827" 35.40569241918 "Trop"
"4828" 5.322500247665 "Trop"
"4829" 7.70410227647 "Trop"
"4830" 7.80694336100727 "Trop"
"4831" 8.20675587596333 "Trop"
"4832" 7.40552277911571 "Trop"
"4833" 7.43609962629562 "Trop"
"4834" NA "Trop"
"4835" 8.053001232942 "Trop"
"4836" 35.40569241918 "Trop"
"4837" 34.6190132017127 "Trop"
"4838" 34.5141226393837 "Trop"
"4839" 34.3769580578766 "Trop"
"4840" 34.2325742878691 "Trop"
"4841" 34.21162574981 "Trop"
"4842" 34.9228217090621 "Trop"
"4843" 34.9764740101864 "Trop"
"4844" 34.4223433973459 "Trop"
"4845" 34.2723410041847 "Trop"
"4846" 34.3095000669715 "Trop"
"4847" 34.3271805887813 "Trop"
"4848" 34.3095000669715 "Trop"
"4849" 34.2723410041847 "Trop"
"4850" 34.2325742878691 "Trop"
"4851" 34.2723410041847 "Trop"
"4852" 34.2528004625469 "Trop"
"4853" 34.21162574981 "Trop"
"4854" 34.1674010583518 "Trop"
"4855" 34.1674010583518 "Trop"
"4856" 34.1197744675508 "Trop"
"4857" 33.9520460390774 "Trop"
"4858" 33.8859712036182 "Trop"
"4859" 33.8506288497679 "Trop"
"4860" 35.40569241918 "Trop"
"4861" 34.5484137847605 "Trop"
"4862" 35.40569241918 "Trop"
"4863" 35.40569241918 "Trop"
"4864" 35.40569241918 "Trop"
"4865" 5.64296868918 "Trop"
"4866" 7.70410227647 "Trop"
"4867" 8.08118625310667 "Trop"
"4868" 7.75213416320666 "Trop"
"4869" NA "Trop"
"4870" NA "Trop"
"4871" 8.053001232942 "Trop"
"4872" 35.0912649800335 "Trop"
"4873" 34.6370977814246 "Trop"
"4874" 34.5141226393837 "Trop"
"4875" 34.3925449421388 "Trop"
"4876" 34.8538401790453 "Trop"
"4877" 34.830357104997 "Trop"
"4878" 34.8538401790453 "Trop"
"4879" 34.864877223848 "Trop"
"4880" 34.8856778082838 "Trop"
"4881" 34.9049376086874 "Trop"
"4882" 34.8954894047158 "Trop"
"4883" 34.8954894047158 "Trop"
"4884" 34.2528004625469 "Trop"
"4885" 34.21162574981 "Trop"
"4886" 34.21162574981 "Trop"
"4887" 34.2528004625469 "Trop"
"4888" 34.2723410041847 "Trop"
"4889" 34.2723410041847 "Trop"
"4890" 34.21162574981 "Trop"
"4891" 34.0683377494856 "Trop"
"4892" 33.9520460390774 "Trop"
"4893" 33.9520460390774 "Trop"
"4894" 33.9197427861862 "Trop"
"4895" 33.8506288497679 "Trop"
"4896" 34.5484137847605 "Trop"
"4897" 35.40569241918 "Trop"
"4898" 35.40569241918 "Trop"
"4899" 35.40569241918 "Trop"
"4900" 7.70410227647 "Trop"
"4901" 7.40552277911571 "Trop"
"4902" 7.75213416320666 "Trop"
"4903" NA "Trop"
"4904" 7.9016104238925 "Trop"
"4905" 8.08309173192038 "Trop"
"4906" 8.053001232942 "Trop"
"4907" 34.8614749713879 "Trop"
"4908" 35.0248366478194 "Trop"
"4909" 34.864877223848 "Trop"
"4910" 34.830357104997 "Trop"
"4911" 34.8047866465889 "Trop"
"4912" 34.8178498155583 "Trop"
"4913" 34.8423432573758 "Trop"
"4914" 34.8423432573758 "Trop"
"4915" 34.8538401790453 "Trop"
"4916" 34.8423432573758 "Trop"
"4917" 35.40569241918 "Trop"
"4918" 34.2325742878691 "Trop"
"4919" 34.2325742878691 "Trop"
"4920" 34.2528004625469 "Trop"
"4921" 34.2912301944347 "Trop"
"4922" 34.2723410041847 "Trop"
"4923" 34.2325742878691 "Trop"
"4924" 34.0683377494856 "Trop"
"4925" 33.9197427861862 "Trop"
"4926" 34.0126146382483 "Trop"
"4927" 34.0126146382483 "Trop"
"4928" 33.8506288497679 "Trop"
"4929" 34.6096479729333 "Trop"
"4930" 35.40569241918 "Trop"
"4931" 35.40569241918 "Trop"
"4932" 35.40569241918 "Trop"
"4933" 5.64296868918 "Trop"
"4934" 7.58425170752375 "Trop"
"4935" 7.67476130298 "Trop"
"4936" 7.50084487426667 "Trop"
"4937" 7.72619542613882 "Trop"
"4938" 8.00434542496958 "Trop"
"4939" 8.14885485847348 "Trop"
"4940" 34.9714863575909 "Trop"
"4941" 34.8484613068073 "Trop"
"4942" 34.6788692291287 "Trop"
"4943" 34.6788692291287 "Trop"
"4944" 34.6943335523213 "Trop"
"4945" 34.7911296972118 "Trop"
"4946" 34.8538401790453 "Trop"
"4947" 34.8423432573758 "Trop"
"4948" 34.8047866465889 "Trop"
"4949" 35.40569241918 "Trop"
"4950" 34.21162574981 "Trop"
"4951" 34.2325742878691 "Trop"
"4952" 34.2528004625469 "Trop"
"4953" 34.2528004625469 "Trop"
"4954" 34.2325742878691 "Trop"
"4955" 34.21162574981 "Trop"
"4956" 34.0410447970429 "Trop"
"4957" 34.0126146382483 "Trop"
"4958" 33.9829746854626 "Trop"
"4959" 34.0683377494856 "Trop"
"4960" 34.0683377494856 "Trop"
"4961" 34.7370150843328 "Trop"
"4962" 35.40569241918 "Trop"
"4963" 35.40569241918 "Trop"
"4964" 9.15230579118 "Trop"
"4965" 7.48132915241333 "Trop"
"4966" 7.58548492579538 "Trop"
"4967" 7.40552277911571 "Trop"
"4968" 7.40552277911571 "Trop"
"4969" 7.40552277911571 "Trop"
"4970" 7.81016622046 "Trop"
"4971" 34.7865467387659 "Trop"
"4972" 34.6943335523213 "Trop"
"4973" 34.6458318113991 "Trop"
"4974" 34.6096479729333 "Trop"
"4975" 34.5902322547322 "Trop"
"4976" 34.7461616931654 "Trop"
"4977" 34.8047866465889 "Trop"
"4978" 34.8178498155583 "Trop"
"4979" 35.40569241918 "Trop"
"4980" 35.40569241918 "Trop"
"4981" 34.1899154467305 "Trop"
"4982" 34.2528004625469 "Trop"
"4983" 34.2325742878691 "Trop"
"4984" 34.21162574981 "Trop"
"4985" 34.1674010583518 "Trop"
"4986" 34.1899154467305 "Trop"
"4987" 34.1440370704117 "Trop"
"4988" 34.1197744675508 "Trop"
"4989" 34.1674010583518 "Trop"
"4990" 34.21162574981 "Trop"
"4991" 34.2723410041847 "Trop"
"4992" 35.40569241918 "Trop"
"4993" 35.40569241918 "Trop"
"4994" 35.40569241918 "Trop"
"4995" 9.15230579118 "Trop"
"4996" 7.09433006986 "Trop"
"4997" 7.58997076143417 "Trop"
"4998" 7.47675408462091 "Trop"
"4999" 7.40552277911571 "Trop"
"5000" 7.40552277911571 "Trop"
"5001" 7.3301704269175 "Trop"
"5002" 34.7501264046239 "Trop"
"5003" 34.6096479729333 "Trop"
"5004" 34.569845750621 "Trop"
"5005" 34.5020743991162 "Trop"
"5006" 34.4223433973459 "Trop"
"5007" 34.6940934779537 "Trop"
"5008" 35.40569241918 "Trop"
"5009" 35.40569241918 "Trop"
"5010" 35.40569241918 "Trop"
"5011" 35.40569241918 "Trop"
"5012" 34.1440370704117 "Trop"
"5013" 34.1674010583518 "Trop"
"5014" 34.21162574981 "Trop"
"5015" 34.2528004625469 "Trop"
"5016" 34.2325742878691 "Trop"
"5017" 34.2528004625469 "Trop"
"5018" 34.2912301944347 "Trop"
"5019" 34.2912301944347 "Trop"
"5020" 34.2528004625469 "Trop"
"5021" 34.3095000669715 "Trop"
"5022" 34.8749961216822 "Trop"
"5023" 35.40569241918 "Trop"
"5024" 34.928065751432 "Trop"
"5025" 35.40569241918 "Trop"
"5026" NA "Trop"
"5027" 7.25260499136182 "Trop"
"5028" 7.47675408462091 "Trop"
"5029" 7.58548492579538 "Trop"
"5030" 7.1784399859 "Trop"
"5031" 7.3301704269175 "Trop"
"5032" 34.7627334433654 "Trop"
"5033" 34.569845750621 "Trop"
"5034" 34.5258538206968 "Trop"
"5035" 34.450439083684 "Trop"
"5036" 34.4769738985589 "Trop"
"5037" 34.628160634474 "Trop"
"5038" 35.40569241918 "Trop"
"5039" 35.40569241918 "Trop"
"5040" 34.7627334433654 "Trop"
"5041" 34.7865467387659 "Trop"
"5042" 34.7978039329553 "Trop"
"5043" 34.2723410041847 "Trop"
"5044" 34.3095000669715 "Trop"
"5045" 34.3608840834813 "Trop"
"5046" 34.3925449421388 "Trop"
"5047" 34.3925449421388 "Trop"
"5048" 34.3608840834813 "Trop"
"5049" 34.3442998241844 "Trop"
"5050" 34.3095000669715 "Trop"
