"idade_local" "biome"
"2606" NA "Temperate"
"2607" NA "Temperate"
"2608" NA "Temperate"
"2609" NA "Temperate"
"2610" NA "Temperate"
"2611" NA "Temperate"
"2612" NA "Temperate"
"2613" NA "Temperate"
"2614" NA "Temperate"
"2615" NA "Temperate"
"2616" NA "Temperate"
"2617" NA "Temperate"
"2618" NA "Temperate"
"2619" NA "Temperate"
"2620" NA "Temperate"
"2621" NA "Temperate"
"2622" NA "Temperate"
"2623" NA "Temperate"
"2624" NA "Temperate"
"2625" NA "Temperate"
"2626" NA "Temperate"
"2627" NA "Temperate"
"2628" NA "Temperate"
"2629" NA "Temperate"
"2630" NA "Temperate"
"2631" NA "Temperate"
"2632" NA "Temperate"
"2633" NA "Temperate"
"2634" NA "Temperate"
"2635" NA "Temperate"
"2636" 1.46759655678 "Temperate"
"2637" 1.46759655678 "Temperate"
"2638" 1.46759655678 "Temperate"
"2639" 1.46759655678 "Temperate"
"2640" NA "Temperate"
"2641" 1.46759655678 "Temperate"
"2642" 1.08691843451334 "Temperate"
"2643" 1.08691843451334 "Temperate"
"2644" 1.08691843451334 "Temperate"
"2645" 1.08691843451334 "Temperate"
"2646" 1.08691843451334 "Temperate"
"2647" 1.08691843451334 "Temperate"
"2648" 1.08691843451334 "Temperate"
"2649" 1.07216965515 "Temperate"
"2650" 1.07216965515 "Temperate"
"2651" 1.07216965515 "Temperate"
"2652" 1.07216965515 "Temperate"
"2653" 1.07216965515 "Temperate"
"2654" 1.07216965515 "Temperate"
"2655" 1.07216965515 "Temperate"
"2656" 1.07216965515 "Temperate"
"2657" 1.07216965515 "Temperate"
"2658" 1.07216965515 "Temperate"
"2659" 1.07216965515 "Temperate"
"2660" 1.07216965515 "Temperate"
"2661" 1.07216965515 "Temperate"
"2662" 1.07216965515 "Temperate"
"2663" 1.07216965515 "Temperate"
"2664" 1.07216965515 "Temperate"
"2665" 1.07216965515 "Temperate"
"2666" 1.07216965515 "Temperate"
"2667" NA "Temperate"
"2668" NA "Temperate"
"2669" NA "Temperate"
"2670" NA "Temperate"
"2671" NA "Temperate"
"2672" NA "Temperate"
"2673" NA "Temperate"
"2674" NA "Temperate"
"2675" NA "Temperate"
"2676" NA "Temperate"
"2677" NA "Temperate"
"2678" NA "Temperate"
"2679" NA "Temperate"
"2680" NA "Temperate"
"2681" NA "Temperate"
"2682" NA "Temperate"
"2683" NA "Temperate"
"2684" NA "Temperate"
"2685" NA "Temperate"
"2686" NA "Temperate"
"2687" NA "Temperate"
"2688" NA "Temperate"
"2689" NA "Temperate"
"2690" NA "Temperate"
"2691" NA "Temperate"
"2692" NA "Temperate"
"2693" NA "Temperate"
"2694" NA "Temperate"
"2695" NA "Temperate"
"2696" NA "Temperate"
"2697" NA "Temperate"
"2698" NA "Temperate"
"2699" NA "Temperate"
"2700" NA "Temperate"
"2701" NA "Temperate"
"2702" NA "Temperate"
"2703" NA "Temperate"
"2704" NA "Temperate"
"2705" NA "Temperate"
"2706" 1.46759655678 "Temperate"
"2707" 1.46759655678 "Temperate"
"2708" 1.46759655678 "Temperate"
"2709" 1.46759655678 "Temperate"
"2710" 1.46759655678 "Temperate"
"2711" 1.08691843451334 "Temperate"
"2712" 1.07216965515 "Temperate"
"2713" 1.07216965515 "Temperate"
"2714" 1.08691843451334 "Temperate"
"2715" 1.08691843451334 "Temperate"
"2716" 1.08691843451334 "Temperate"
"2717" 1.08691843451334 "Temperate"
"2718" 1.07216965515 "Temperate"
"2719" 1.07216965515 "Temperate"
"2720" 1.07216965515 "Temperate"
"2721" 1.07216965515 "Temperate"
"2722" 1.07216965515 "Temperate"
"2723" 1.07216965515 "Temperate"
"2724" 1.07216965515 "Temperate"
"2725" 1.07216965515 "Temperate"
"2726" 1.07216965515 "Temperate"
"2727" 1.07216965515 "Temperate"
"2728" 1.07216965515 "Temperate"
"2729" 1.07216965515 "Temperate"
"2730" 1.07216965515 "Temperate"
"2731" 1.07216965515 "Temperate"
"2732" 1.07216965515 "Temperate"
"2733" 1.07216965515 "Temperate"
"2734" 1.07216965515 "Temperate"
"2735" 1.07216965515 "Temperate"
"2736" 1.07216965515 "Temperate"
"2737" NA "Temperate"
"2738" NA "Temperate"
"2739" NA "Temperate"
"2740" NA "Temperate"
"2741" NA "Temperate"
"2742" NA "Temperate"
"2743" NA "Temperate"
"2744" NA "Temperate"
"2745" NA "Temperate"
"2746" NA "Temperate"
"2747" NA "Temperate"
"2748" NA "Temperate"
"2749" NA "Temperate"
"2750" NA "Temperate"
"2751" NA "Temperate"
"2752" NA "Temperate"
"2753" NA "Temperate"
"2754" NA "Temperate"
"2755" NA "Temperate"
"2756" NA "Temperate"
"2757" NA "Temperate"
"2758" NA "Temperate"
"2759" NA "Temperate"
"2760" NA "Temperate"
"2761" NA "Temperate"
"2762" NA "Temperate"
"2763" NA "Temperate"
"2764" NA "Temperate"
"2765" NA "Temperate"
"2766" NA "Temperate"
"2767" NA "Temperate"
"2768" NA "Temperate"
"2769" NA "Temperate"
"2770" NA "Temperate"
"2771" NA "Temperate"
"2772" NA "Temperate"
"2773" NA "Temperate"
"2774" 1.46759655678 "Temperate"
"2775" 1.46759655678 "Temperate"
"2776" 1.46759655678 "Temperate"
"2777" 1.46759655678 "Temperate"
"2778" 1.07216965515 "Temperate"
"2779" 1.07216965515 "Temperate"
"2780" 1.07216965515 "Temperate"
"2781" 1.07216965515 "Temperate"
"2782" 1.08691843451334 "Temperate"
"2783" 1.08691843451334 "Temperate"
"2784" 1.07216965515 "Temperate"
"2785" 1.07216965515 "Temperate"
"2786" 1.07216965515 "Temperate"
"2787" 1.07216965515 "Temperate"
"2788" 1.07216965515 "Temperate"
"2789" 1.07216965515 "Temperate"
"2790" 1.07216965515 "Temperate"
"2791" 1.07216965515 "Temperate"
"2792" 1.07216965515 "Temperate"
"2793" 1.07216965515 "Temperate"
"2794" 1.07216965515 "Temperate"
"2795" 1.07216965515 "Temperate"
"2796" 1.07216965515 "Temperate"
"2797" 1.07216965515 "Temperate"
"2798" 1.07216965515 "Temperate"
"2799" 1.07216965515 "Temperate"
"2800" 1.07216965515 "Temperate"
"2801" 1.07216965515 "Temperate"
"2802" 1.07216965515 "Temperate"
"2803" 1.07216965515 "Temperate"
"2804" NA "Temperate"
"2805" NA "Temperate"
"2806" NA "Temperate"
"2807" NA "Temperate"
"2808" NA "Temperate"
"2809" NA "Temperate"
"2810" NA "Temperate"
"2811" NA "Temperate"
"2812" NA "Temperate"
"2813" NA "Temperate"
"2814" NA "Temperate"
"2815" NA "Temperate"
"2816" NA "Temperate"
"2817" NA "Temperate"
"2818" NA "Temperate"
"2819" NA "Temperate"
"2820" NA "Temperate"
"2821" NA "Temperate"
"2822" NA "Temperate"
"2823" NA "Temperate"
"2824" NA "Temperate"
"2825" NA "Temperate"
"2826" NA "Temperate"
"2827" NA "Temperate"
"2828" NA "Temperate"
"2829" NA "Temperate"
"2830" NA "Temperate"
"2831" NA "Temperate"
"2832" NA "Temperate"
"2833" NA "Temperate"
"2834" NA "Temperate"
"2835" NA "Temperate"
"2836" NA "Temperate"
"2837" NA "Temperate"
"2838" NA "Temperate"
"2839" NA "Temperate"
"2840" NA "Temperate"
"2841" 1.46759655678 "Temperate"
"2842" 1.46759655678 "Temperate"
"2843" 1.46759655678 "Temperate"
"2844" 1.07216965515 "Temperate"
"2845" 1.07216965515 "Temperate"
"2846" 1.07216965515 "Temperate"
"2847" 1.07216965515 "Temperate"
"2848" 1.07216965515 "Temperate"
"2849" 1.46759655678 "Temperate"
"2850" 1.07216965515 "Temperate"
"2851" 1.07216965515 "Temperate"
"2852" 1.07216965515 "Temperate"
"2853" 1.07216965515 "Temperate"
"2854" 1.07216965515 "Temperate"
"2855" 1.07216965515 "Temperate"
"2856" 1.07216965515 "Temperate"
"2857" 1.07216965515 "Temperate"
"2858" 1.07216965515 "Temperate"
"2859" 1.07216965515 "Temperate"
"2860" 1.07216965515 "Temperate"
"2861" 1.07216965515 "Temperate"
"2862" 1.07216965515 "Temperate"
"2863" 1.07216965515 "Temperate"
"2864" 1.07216965515 "Temperate"
"2865" 1.07216965515 "Temperate"
"2866" 1.07216965515 "Temperate"
"2867" 1.07216965515 "Temperate"
"2868" 1.07216965515 "Temperate"
"2869" 1.07216965515 "Temperate"
"2870" NA "Temperate"
"2871" NA "Temperate"
"2872" NA "Temperate"
"2873" NA "Temperate"
"2874" NA "Temperate"
"2875" NA "Temperate"
"2876" NA "Temperate"
"2877" NA "Temperate"
"2878" NA "Temperate"
"2879" NA "Temperate"
"2880" NA "Temperate"
"2881" NA "Temperate"
"2882" NA "Temperate"
"2883" NA "Temperate"
"2884" NA "Temperate"
"2885" NA "Temperate"
"2886" NA "Temperate"
"2887" NA "Temperate"
"2888" NA "Temperate"
"2889" NA "Temperate"
"2890" NA "Temperate"
"2891" NA "Temperate"
"2892" NA "Temperate"
"2893" NA "Temperate"
"2894" NA "Temperate"
"2895" NA "Temperate"
"2896" NA "Temperate"
"2897" NA "Temperate"
"2898" NA "Temperate"
"2899" NA "Temperate"
"2900" NA "Temperate"
"2901" NA "Temperate"
"2902" NA "Temperate"
"2903" 1.46759655678 "Temperate"
"2904" 1.46759655678 "Temperate"
"2905" 1.46759655678 "Temperate"
"2906" 1.46759655678 "Temperate"
"2907" 1.07216965515 "Temperate"
"2908" 1.07216965515 "Temperate"
"2909" 1.07216965515 "Temperate"
"2910" 1.07216965515 "Temperate"
"2911" 1.07216965515 "Temperate"
"2912" 1.07216965515 "Temperate"
"2913" 1.07216965515 "Temperate"
"2914" 1.07216965515 "Temperate"
"2915" 1.07216965515 "Temperate"
"2916" 1.07216965515 "Temperate"
"2917" 1.07216965515 "Temperate"
"2918" 1.07216965515 "Temperate"
"2919" 1.07216965515 "Temperate"
"2920" 1.07216965515 "Temperate"
"2921" 1.07216965515 "Temperate"
"2922" 1.07216965515 "Temperate"
"2923" 1.07216965515 "Temperate"
"2924" 1.07216965515 "Temperate"
"2925" 1.07216965515 "Temperate"
"2926" 1.07216965515 "Temperate"
"2927" 1.07216965515 "Temperate"
"2928" 1.07216965515 "Temperate"
"2929" 1.07216965515 "Temperate"
"2930" 1.07216965515 "Temperate"
"2931" 1.07216965515 "Temperate"
"2932" NA "Temperate"
"2933" NA "Temperate"
"2934" NA "Temperate"
"2935" NA "Temperate"
"2936" NA "Temperate"
"2937" NA "Temperate"
"2938" NA "Temperate"
"2939" NA "Temperate"
"2940" NA "Temperate"
"2941" NA "Temperate"
"2942" NA "Temperate"
"2943" NA "Temperate"
"2944" NA "Temperate"
"2945" NA "Temperate"
"2946" NA "Temperate"
"2947" NA "Temperate"
"2948" NA "Temperate"
"2949" NA "Temperate"
"2950" NA "Temperate"
"2951" NA "Temperate"
"2952" NA "Temperate"
"2953" NA "Temperate"
"2954" NA "Temperate"
"2955" NA "Temperate"
"2956" NA "Temperate"
"2957" NA "Temperate"
"2958" NA "Temperate"
"2959" NA "Temperate"
"2960" NA "Temperate"
"2961" NA "Temperate"
"2962" NA "Temperate"
"2963" NA "Temperate"
"2964" NA "Temperate"
"2965" NA "Temperate"
"2966" 1.46759655678 "Temperate"
"2967" 1.46759655678 "Temperate"
"2968" 1.46759655678 "Temperate"
"2969" 1.07216965515 "Temperate"
"2970" 1.07216965515 "Temperate"
"2971" 1.07216965515 "Temperate"
"2972" 1.07216965515 "Temperate"
"2973" 1.07216965515 "Temperate"
"2974" 1.46759655678 "Temperate"
"2975" 1.46759655678 "Temperate"
"2976" 1.07216965515 "Temperate"
"2977" 1.07216965515 "Temperate"
"2978" 1.07216965515 "Temperate"
"2979" 1.07216965515 "Temperate"
"2980" 1.07216965515 "Temperate"
"2981" 1.07216965515 "Temperate"
"2982" 1.07216965515 "Temperate"
"2983" 1.07216965515 "Temperate"
"2984" 1.07216965515 "Temperate"
"2985" 1.07216965515 "Temperate"
"2986" 1.07216965515 "Temperate"
"2987" 1.07216965515 "Temperate"
"2988" 1.07216965515 "Temperate"
"2989" 1.07216965515 "Temperate"
"2990" 1.07216965515 "Temperate"
"2991" 1.07216965515 "Temperate"
"2992" 1.07216965515 "Temperate"
"2993" 1.07216965515 "Temperate"
"2994" 1.07216965515 "Temperate"
"2995" 1.07216965515 "Temperate"
"2996" NA "Temperate"
"2997" NA "Temperate"
"2998" NA "Temperate"
"2999" NA "Temperate"
"3000" NA "Temperate"
"3001" NA "Temperate"
"3002" NA "Temperate"
"3003" NA "Temperate"
"3004" NA "Temperate"
"3005" NA "Temperate"
"3006" NA "Temperate"
"3007" NA "Temperate"
"3008" NA "Temperate"
"3009" NA "Temperate"
"3010" NA "Temperate"
"3011" NA "Temperate"
"3012" NA "Temperate"
"3013" NA "Temperate"
"3014" NA "Temperate"
"3015" NA "Temperate"
"3016" NA "Temperate"
"3017" NA "Temperate"
"3018" NA "Temperate"
"3019" NA "Temperate"
"3020" NA "Temperate"
"3021" NA "Temperate"
"3022" NA "Temperate"
"3023" NA "Temperate"
"3024" NA "Temperate"
"3025" NA "Temperate"
"3026" NA "Temperate"
"3027" NA "Temperate"
"3028" NA "Temperate"
"3029" 1.46759655678 "Temperate"
"3030" 1.46759655678 "Temperate"
"3031" 1.46759655678 "Temperate"
"3032" 1.08691843451334 "Temperate"
"3033" 2.60963092358 "Temperate"
"3034" 2.60963092358 "Temperate"
"3035" 2.60963092358 "Temperate"
"3036" 1.46759655678 "Temperate"
"3037" 1.46759655678 "Temperate"
"3038" 1.46759655678 "Temperate"
"3039" 1.46759655678 "Temperate"
"3040" 1.07216965515 "Temperate"
"3041" 1.46759655678 "Temperate"
"3042" 1.46759655678 "Temperate"
"3043" 1.46759655678 "Temperate"
"3044" 1.46759655678 "Temperate"
"3045" 1.46759655678 "Temperate"
"3046" 1.07216965515 "Temperate"
"3047" 1.07216965515 "Temperate"
"3048" 1.07216965515 "Temperate"
"3049" 1.07216965515 "Temperate"
"3050" 1.07216965515 "Temperate"
"3051" 1.07216965515 "Temperate"
"3052" 1.07216965515 "Temperate"
"3053" 1.07216965515 "Temperate"
"3054" 1.07216965515 "Temperate"
"3055" 1.07216965515 "Temperate"
"3056" 1.07216965515 "Temperate"
"3057" 1.07216965515 "Temperate"
"3058" 1.07216965515 "Temperate"
"3059" NA "Temperate"
"3060" NA "Temperate"
"3061" NA "Temperate"
"3062" NA "Temperate"
"3063" NA "Temperate"
"3064" NA "Temperate"
"3065" NA "Temperate"
"3066" NA "Temperate"
"3067" NA "Temperate"
"3068" NA "Temperate"
"3069" NA "Temperate"
"3070" NA "Temperate"
"3071" NA "Temperate"
"3072" NA "Temperate"
"3073" NA "Temperate"
"3074" NA "Temperate"
"3075" NA "Temperate"
"3076" NA "Temperate"
"3077" NA "Temperate"
"3078" NA "Temperate"
"3079" NA "Temperate"
"3080" NA "Temperate"
"3081" NA "Temperate"
"3082" NA "Temperate"
"3083" NA "Temperate"
"3084" NA "Temperate"
"3085" NA "Temperate"
"3086" NA "Temperate"
"3087" 1.46759655678 "Temperate"
"3088" 1.46759655678 "Temperate"
"3089" 1.46759655678 "Temperate"
"3090" 1.08691843451334 "Temperate"
"3091" 2.60963092358 "Temperate"
"3092" 2.60963092358 "Temperate"
"3093" 6.894857862654 "Temperate"
"3094" 6.894857862654 "Temperate"
"3095" 1.46759655678 "Temperate"
"3096" 1.46759655678 "Temperate"
"3097" 1.46759655678 "Temperate"
"3098" 6.9309516215725 "Temperate"
"3099" 1.46759655678 "Temperate"
"3100" 1.46759655678 "Temperate"
"3101" 1.46759655678 "Temperate"
"3102" 1.46759655678 "Temperate"
"3103" 1.07216965515 "Temperate"
"3104" 1.07216965515 "Temperate"
"3105" 1.07216965515 "Temperate"
"3106" 1.07216965515 "Temperate"
"3107" 1.07216965515 "Temperate"
"3108" 1.07216965515 "Temperate"
"3109" 1.07216965515 "Temperate"
"3110" 1.07216965515 "Temperate"
"3111" 1.07216965515 "Temperate"
"3112" 1.07216965515 "Temperate"
"3113" 1.07216965515 "Temperate"
"3114" 1.07216965515 "Temperate"
"3115" NA "Temperate"
"3116" NA "Temperate"
"3117" NA "Temperate"
"3118" NA "Temperate"
"3119" NA "Temperate"
"3120" NA "Temperate"
"3121" NA "Temperate"
"3122" NA "Temperate"
"3123" NA "Temperate"
"3124" NA "Temperate"
"3125" NA "Temperate"
"3126" NA "Temperate"
"3127" NA "Temperate"
"3128" NA "Temperate"
"3129" NA "Temperate"
"3130" NA "Temperate"
"3131" NA "Temperate"
"3132" NA "Temperate"
"3133" NA "Temperate"
"3134" NA "Temperate"
"3135" NA "Temperate"
"3136" NA "Temperate"
"3137" NA "Temperate"
"3138" NA "Temperate"
"3139" NA "Temperate"
"3140" NA "Temperate"
"3141" 1.46759655678 "Temperate"
"3142" 1.46759655678 "Temperate"
"3143" 1.08691843451334 "Temperate"
"3144" 1.08691843451334 "Temperate"
"3145" 1.46759655678 "Temperate"
"3146" 6.894857862654 "Temperate"
"3147" 2.60963092358 "Temperate"
"3148" 6.894857862654 "Temperate"
"3149" 1.46759655678 "Temperate"
"3150" 6.894857862654 "Temperate"
"3151" 6.894857862654 "Temperate"
"3152" 6.894857862654 "Temperate"
"3153" 1.46759655678 "Temperate"
"3154" 1.46759655678 "Temperate"
"3155" 6.894857862654 "Temperate"
"3156" 1.46759655678 "Temperate"
"3157" 6.894857862654 "Temperate"
"3158" 6.87079535670833 "Temperate"
"3159" 1.07216965515 "Temperate"
"3160" 1.07216965515 "Temperate"
"3161" 1.07216965515 "Temperate"
"3162" 1.07216965515 "Temperate"
"3163" 1.07216965515 "Temperate"
"3164" 1.07216965515 "Temperate"
"3165" 1.07216965515 "Temperate"
"3166" 1.07216965515 "Temperate"
"3167" 1.07216965515 "Temperate"
"3168" NA "Temperate"
"3169" NA "Temperate"
"3170" NA "Temperate"
"3171" 1.07216965515 "Temperate"
"3172" NA "Temperate"
"3173" NA "Temperate"
"3174" NA "Temperate"
"3175" NA "Temperate"
"3176" NA "Temperate"
"3177" NA "Temperate"
"3178" NA "Temperate"
"3179" NA "Temperate"
"3180" NA "Temperate"
"3181" NA "Temperate"
"3182" NA "Temperate"
"3183" NA "Temperate"
"3184" NA "Temperate"
"3185" NA "Temperate"
"3186" NA "Temperate"
"3187" NA "Temperate"
"3188" NA "Temperate"
"3189" NA "Temperate"
"3190" NA "Temperate"
"3191" NA "Temperate"
"3192" NA "Temperate"
"3193" NA "Temperate"
"3194" NA "Temperate"
"3195" 1.46759655678 "Temperate"
"3196" 7.388923102494 "Temperate"
"3197" 7.28251638990833 "Temperate"
"3198" 1.46759655678 "Temperate"
"3199" 1.46759655678 "Temperate"
"3200" 6.894857862654 "Temperate"
"3201" 2.60963092358 "Temperate"
"3202" 1.46759655678 "Temperate"
"3203" 1.46759655678 "Temperate"
"3204" 6.894857862654 "Temperate"
"3205" 6.894857862654 "Temperate"
"3206" 6.894857862654 "Temperate"
"3207" 1.46759655678 "Temperate"
"3208" 1.46759655678 "Temperate"
"3209" 1.46759655678 "Temperate"
"3210" 6.894857862654 "Temperate"
"3211" 1.46759655678 "Temperate"
"3212" 1.46759655678 "Temperate"
"3213" 1.07216965515 "Temperate"
"3214" 1.07216965515 "Temperate"
"3215" 1.07216965515 "Temperate"
"3216" 1.07216965515 "Temperate"
"3217" 1.07216965515 "Temperate"
"3218" 1.07216965515 "Temperate"
"3219" 1.07216965515 "Temperate"
"3220" 1.07216965515 "Temperate"
"3221" 1.07216965515 "Temperate"
"3222" NA "Temperate"
"3223" NA "Temperate"
"3224" NA "Temperate"
"3225" NA "Temperate"
"3226" NA "Temperate"
"3227" NA "Temperate"
"3228" NA "Temperate"
"3229" NA "Temperate"
"3230" NA "Temperate"
"3231" NA "Temperate"
"3232" NA "Temperate"
"3233" NA "Temperate"
"3234" NA "Temperate"
"3235" NA "Temperate"
"3236" NA "Temperate"
"3237" NA "Temperate"
"3238" NA "Temperate"
"3239" NA "Temperate"
"3240" NA "Temperate"
"3241" NA "Temperate"
"3242" NA "Temperate"
"3243" NA "Temperate"
"3244" NA "Temperate"
"3245" NA "Temperate"
"3246" NA "Temperate"
"3247" 1.46759655678 "Temperate"
"3248" 7.388923102494 "Temperate"
"3249" 7.28251638990833 "Temperate"
"3250" 1.46759655678 "Temperate"
"3251" 2.60963092358 "Temperate"
"3252" 6.894857862654 "Temperate"
"3253" 6.894857862654 "Temperate"
"3254" 1.46759655678 "Temperate"
"3255" 1.46759655678 "Temperate"
"3256" 6.894857862654 "Temperate"
"3257" 6.894857862654 "Temperate"
"3258" 6.894857862654 "Temperate"
"3259" 1.46759655678 "Temperate"
"3260" 1.46759655678 "Temperate"
"3261" 1.46759655678 "Temperate"
"3262" 6.894857862654 "Temperate"
"3263" 1.46759655678 "Temperate"
"3264" 1.46759655678 "Temperate"
"3265" 1.07216965515 "Temperate"
"3266" 1.07216965515 "Temperate"
"3267" 1.07216965515 "Temperate"
"3268" 1.07216965515 "Temperate"
"3269" 1.07216965515 "Temperate"
"3270" 1.07216965515 "Temperate"
"3271" 1.07216965515 "Temperate"
"3272" 1.07216965515 "Temperate"
"3273" 1.07216965515 "Temperate"
"3274" 1.07216965515 "Temperate"
"3275" 1.07216965515 "Temperate"
"3276" 1.07216965515 "Temperate"
"3277" NA "Temperate"
"3278" NA "Temperate"
"3279" NA "Temperate"
"3280" NA "Temperate"
"3281" 1.07216965515 "Temperate"
"3282" NA "Temperate"
"3283" NA "Temperate"
"3284" NA "Temperate"
"3285" NA "Temperate"
"3286" NA "Temperate"
"3287" NA "Temperate"
"3288" NA "Temperate"
"3289" NA "Temperate"
"3290" NA "Temperate"
"3291" NA "Temperate"
"3292" NA "Temperate"
"3293" NA "Temperate"
"3294" NA "Temperate"
"3295" NA "Temperate"
"3296" NA "Temperate"
"3297" 6.99110788643667 "Temperate"
"3298" 6.99110788643667 "Temperate"
"3299" 7.388923102494 "Temperate"
"3300" 6.894857862654 "Temperate"
"3301" 2.60963092358 "Temperate"
"3302" 6.894857862654 "Temperate"
"3303" 2.60963092358 "Temperate"
"3304" 1.46759655678 "Temperate"
"3305" 1.46759655678 "Temperate"
"3306" 1.46759655678 "Temperate"
"3307" 1.46759655678 "Temperate"
"3308" 1.46759655678 "Temperate"
"3309" 1.46759655678 "Temperate"
"3310" 1.46759655678 "Temperate"
"3311" 1.46759655678 "Temperate"
"3312" 1.46759655678 "Temperate"
"3313" 1.46759655678 "Temperate"
"3314" 1.46759655678 "Temperate"
"3315" 1.46759655678 "Temperate"
"3316" 1.07216965515 "Temperate"
"3317" 1.07216965515 "Temperate"
"3318" 1.07216965515 "Temperate"
"3319" 1.07216965515 "Temperate"
"3320" 1.07216965515 "Temperate"
"3321" 1.07216965515 "Temperate"
"3322" 1.07216965515 "Temperate"
"3323" 1.07216965515 "Temperate"
"3324" 1.07216965515 "Temperate"
"3325" 1.07216965515 "Temperate"
"3326" 1.07216965515 "Temperate"
"3327" 1.07216965515 "Temperate"
"3328" 1.07216965515 "Temperate"
"3329" 1.07216965515 "Temperate"
"3330" NA "Temperate"
"3331" NA "Temperate"
"3332" NA "Temperate"
"3333" NA "Temperate"
"3334" NA "Temperate"
"3335" NA "Temperate"
"3336" NA "Temperate"
"3337" NA "Temperate"
"3338" NA "Temperate"
"3339" NA "Temperate"
"3340" NA "Temperate"
"3341" NA "Temperate"
"3342" NA "Temperate"
"3343" NA "Temperate"
"3344" NA "Temperate"
"3345" NA "Temperate"
"3346" NA "Temperate"
"3347" 6.99110788643667 "Temperate"
"3348" 7.388923102494 "Temperate"
"3349" 7.28251638990833 "Temperate"
"3350" 7.28251638990833 "Temperate"
"3351" 2.60963092358 "Temperate"
"3352" 2.60963092358 "Temperate"
"3353" 2.60963092358 "Temperate"
"3354" 1.46759655678 "Temperate"
"3355" 6.894857862654 "Temperate"
"3356" 7.28251638990833 "Temperate"
"3357" 1.46759655678 "Temperate"
"3358" 1.46759655678 "Temperate"
"3359" 6.894857862654 "Temperate"
"3360" 6.894857862654 "Temperate"
"3361" 1.46759655678 "Temperate"
"3362" 1.46759655678 "Temperate"
"3363" 1.46759655678 "Temperate"
"3364" 1.07216965515 "Temperate"
"3365" 1.07216965515 "Temperate"
"3366" 1.07216965515 "Temperate"
"3367" 1.07216965515 "Temperate"
"3368" 1.07216965515 "Temperate"
"3369" 1.07216965515 "Temperate"
"3370" 1.07216965515 "Temperate"
"3371" 1.07216965515 "Temperate"
"3372" 1.07216965515 "Temperate"
"3373" 1.07216965515 "Temperate"
"3374" 1.07216965515 "Temperate"
"3375" 1.07216965515 "Temperate"
"3376" 1.07216965515 "Temperate"
"3377" 1.07216965515 "Temperate"
"3378" 1.07216965515 "Temperate"
"3379" 1.07216965515 "Temperate"
"3380" NA "Temperate"
"3381" NA "Temperate"
"3382" NA "Temperate"
"3383" NA "Temperate"
"3384" NA "Temperate"
"3385" NA "Temperate"
"3386" NA "Temperate"
"3387" NA "Temperate"
"3388" NA "Temperate"
"3389" NA "Temperate"
"3390" NA "Temperate"
"3391" NA "Temperate"
"3392" NA "Temperate"
"3393" NA "Temperate"
"3394" NA "Temperate"
"3395" 6.99110788643667 "Temperate"
"3396" 7.388923102494 "Temperate"
"3397" 7.388923102494 "Temperate"
"3398" 6.57938685323667 "Temperate"
"3399" 2.60963092358 "Temperate"
"3400" 6.894857862654 "Temperate"
"3401" 1.46759655678 "Temperate"
"3402" 1.46759655678 "Temperate"
"3403" 1.46759655678 "Temperate"
"3404" 1.46759655678 "Temperate"
"3405" 1.46759655678 "Temperate"
"3406" 6.894857862654 "Temperate"
"3407" 6.57938685323667 "Temperate"
"3408" 1.46759655678 "Temperate"
"3409" 1.46759655678 "Temperate"
"3410" 1.46759655678 "Temperate"
"3411" 1.46759655678 "Temperate"
"3412" 1.07216965515 "Temperate"
"3413" 1.07216965515 "Temperate"
"3414" 1.07216965515 "Temperate"
"3415" 1.07216965515 "Temperate"
"3416" 1.07216965515 "Temperate"
"3417" 1.07216965515 "Temperate"
"3418" 1.07216965515 "Temperate"
"3419" 1.07216965515 "Temperate"
"3420" 1.07216965515 "Temperate"
"3421" 1.07216965515 "Temperate"
"3422" 1.07216965515 "Temperate"
"3423" 1.07216965515 "Temperate"
"3424" NA "Temperate"
"3425" NA "Temperate"
"3426" NA "Temperate"
"3427" NA "Temperate"
"3428" NA "Temperate"
"3429" NA "Temperate"
"3430" NA "Temperate"
"3431" NA "Temperate"
"3432" NA "Temperate"
"3433" NA "Temperate"
"3434" NA "Temperate"
"3435" NA "Temperate"
"3436" NA "Temperate"
"3437" NA "Temperate"
"3438" NA "Temperate"
"3439" NA "Temperate"
"3440" NA "Temperate"
"3441" 7.388923102494 "Temperate"
"3442" 6.99110788643667 "Temperate"
"3443" 6.99110788643667 "Temperate"
"3444" 6.545167658488 "Temperate"
"3445" 6.894857862654 "Temperate"
"3446" 2.60963092358 "Temperate"
"3447" 1.46759655678 "Temperate"
"3448" 1.46759655678 "Temperate"
"3449" 7.28251638990833 "Temperate"
"3450" 1.46759655678 "Temperate"
"3451" 1.46759655678 "Temperate"
"3452" 6.894857862654 "Temperate"
"3453" 1.46759655678 "Temperate"
"3454" 1.46759655678 "Temperate"
"3455" 1.46759655678 "Temperate"
"3456" 1.46759655678 "Temperate"
"3457" 1.07216965515 "Temperate"
"3458" 1.07216965515 "Temperate"
"3459" 1.07216965515 "Temperate"
"3460" 1.07216965515 "Temperate"
"3461" 1.07216965515 "Temperate"
"3462" 1.07216965515 "Temperate"
"3463" 1.07216965515 "Temperate"
"3464" 1.07216965515 "Temperate"
"3465" 1.07216965515 "Temperate"
"3466" 1.07216965515 "Temperate"
"3467" 1.07216965515 "Temperate"
"3468" 1.07216965515 "Temperate"
"3469" NA "Temperate"
"3470" NA "Temperate"
"3471" NA "Temperate"
"3472" NA "Temperate"
