"","mean_age","NRI","local","coords.LON","coords.LAT"
"1346",1e-05,5.16250727024299,"temperate",-157.716552734375,66.1235961902866
"1347",1e-05,5.16250727024299,"temperate",-156.716552734375,66.1235961902866
"1348",1e-05,5.16250727024299,"temperate",-155.716552734375,66.1235961902865
"1349",1e-05,5.16250727024299,"temperate",-154.716552734375,66.1235961902865
"1350",1e-05,5.16250727024299,"temperate",-153.716552734375,66.1235961902865
"1351",1e-05,5.16250727024299,"temperate",-152.716552734375,66.1235961902866
"1352",1e-05,5.80684348599053,"temperate",-151.716552734375,66.1235961902866
"1353",1e-05,5.80684348599053,"temperate",-150.716552734375,66.1235961902865
"1354",1e-05,5.80684348599053,"temperate",-149.716552734375,66.1235961902865
"1355",1e-05,5.80684348599053,"temperate",-148.716552734375,66.1235961902866
"1356",1e-05,5.80684348599053,"temperate",-147.716552734375,66.1235961902866
"1357",1e-05,5.80684348599053,"temperate",-146.716552734375,66.1235961902865
"1358",1e-05,5.80684348599053,"temperate",-145.716552734375,66.1235961902865
"1359",1e-05,5.80684348599053,"temperate",-144.716552734375,66.1235961902865
"1360",1e-05,5.80684348599053,"temperate",-143.716552734375,66.1235961902865
"1361",1e-05,5.80684348599053,"temperate",-142.716552734375,66.1235961902865
"1362",1e-05,5.80684348599053,"temperate",-141.716552734375,66.1235961902865
"1363",1e-05,5.80684348599053,"temperate",-140.716552734375,66.1235961902865
"1364",1e-05,3.819126564946,"temperate",-139.716552734375,66.1235961902865
